,author,life,title,width,height,wall,position,image_path
250,Coypel antoine, (1661-1722).- ,une jeune fille caressant un chien,21.5,28.0,S,XVI,data/images_paintings/250.jpg
251,Coypel antoine, (1661-1722).- ,démocrite,57.0,69.0,E,I,data/images_paintings/251.jpg
252,Coypel noël nicolas, (1692-1734). ,vénus bacchus et l'amour,143.0,244.0,,Esc Henri IV,
253,Coypel noël nicolas, (1692-1734). ,l'innocence et l'amour,,,S,XVI,
254,Coypel noël nicolas, (1692-1734). ,nymphe et amour,,,S,XVI,
255,Coypel charles antoine, (1694-17521. ,persée délivrant andromède,196.0,131.0,N,XVI,data/images_paintings/255.jpg
256,Coypel charles antoine, (1694-17521. ,portrait de l'acteur jelyotte en costume de femme,,,S,I,data/images_paintings/256.jpg
257,Danloux henri pierre, (1753-1809:. ,portrait de m délavai,,,E,XVI,
258,Danloux henri pierre, (1753-1809:. ,portrait de mgr j f de la marche évêque de s1 pol de léon,,,E,XVI,
259,Danloux henri pierre, (1753-1809:. ,jeune fille attribué,,,,Coll Schlichting,
260,Danloux henri pierre, (1753-1809:. ,les petits espiègles ,,,,Coll Schlichting,
261,Daubigny charles françois, (1817- 1878). ,la moisson,,,,E F XIXe S 1er étage I,
262,Daubigny charles françois, (1817- 1878). ,un coin de normanjie,,,,T T,
263,Daubigny charles françois, (1817- 1878). ,le marais,,,,T T,
264,Daubigny charles françois, (1817- 1878). ,la mare aux cigognes,,,,T T,
265,Daubigny charles françois, (1817- 1878). ,soleil couchant,90.0,43.0,,T T,
266,Daubigny charles françois, (1817- 1878). ,les graves de vi11erville ,,,,T T,
267,Daubigny charles françois, (1817- 1878). ,la vanne d'optevoz  ,73.0,48.5,,T T,data/images_paintings/267.jpg
268,Daubigny charles françois, (1817- 1878). ,bateaux sur l'oise ,66.5,38.5,,T T,data/images_paintings/268.jpg
269,Daubigny charles françois, (1817- 1878). ,les péniches,67.0,38.0,,T T,data/images_paintings/269.jpg
270,Daubigny charles françois, (1817- 1878). ,la tamise à erith,,,,T T,
271,Daubigny charles françois, (1817- 1878). ,le moulin de gylieu,69.0,40.0,,T T,data/images_paintings/271.jpg
272,Daubigny charles françois, (1817- 1878). ,les bords de l'oise,,,,T T,
273,Daubigny charles françois, (1817- 1878). ,le matin,67.0,38.0,,T T,
274,Daubigny charles françois, (1817- 1878). ,l'étang,83.5,42.5,,T T,data/images_paintings/274.jpg
275,Daubigny charles françois, (1817-1878). ,la seine à bezons,57.0,37.5,,Coll Chauchard galerie,data/images_paintings/275.jpg
276,Daubigny charles françois, (1817-1878). ,gardeuse de dindons,42.0,25.0,,Coll Chauchard galerie,data/images_paintings/276.jpg
277,Daubigny charles françois, (1817-1878). ,les laveuses   effet de soleil couchant,90.0,43.0,,Musée Charles X S III,
278,Daubigny charles françois, (1817-1878). ,soleil couchant sur l'oise,90.0,43.0,,Coll Chauchard II,
279,Daubigny charles françois, (1817-1878). ,la vallée d'arques,,,,Coll Chauchard galerie,
280,Daubigny charles françois, (1817-1878). ,la mare au clair ,38.0,59.0,,Coll Chauchard III,
281,Daubigny charles françois, (1817-1878). ,bords de l'oise le pêcheur,57.6,34.5,,Coll Chauchard II,data/images_paintings/281.jpg
282,Daumier honoré, (1808-1879). ,les voleurs et l'âne,56.0,59.0,,E F XIXe S 2e étage II,data/images_paintings/282.jpg
283,Daumier honoré, (1808-1879). ,crispin et scapin,82.0,61.0,S,VIII,data/images_paintings/283.jpg
284,Dauzats adrien, (1804-1868). ,le couvent du mont athos,,,,Esc T T,
285,Dauzats adrien, (1804-1868). ,vue intérieure d'une église d'espagne,,,,E F XIXe S 1er étage I,
286,Dauzats adrien, (1804-1868). ,la giralda à séville 2e,,,,II,
287,David jacques louis, (1748-1825). ,léonidas aux thermopyles,531.0,395.0,N,III,data/images_paintings/287.jpg
288,David jacques louis, (1748-1825). ,les sabines  ,522.0,385.0,S,II,data/images_paintings/288.jpg
289,David jacques louis, (1748-1825). ,le serment des horaces,425.0,330.0,O,III,data/images_paintings/289.jpg
290,David jacques louis, (1748-1825). ,le serment des horaces esquisse du tableau précédent    ,,,O,I,
291,David jacques louis, (1748-1825). ,les licteurs rapportant à brutus les corps de ses fils,422.0,323.0,O,III,data/images_paintings/291.jpg
292,David jacques louis, (1748-1825). ,bélisaire demandant l'aumône,312.0,288.0,E,III,data/images_paintings/292.jpg
293,David jacques louis, (1748-1825). ,combat de minerve contre mars,140.0,114.0,O,III,data/images_paintings/293.jpg
294,David jacques louis, (1748-1825). ,les amours de pâris et d'hélene,181.0,146.0,O,III,data/images_paintings/294.jpg
295,David jacques louis, (1748-1825). ,figure académique patrocle,,,S,II,
296,David jacques louis, (1748-1825). ,portrait de m pécoul entrepreneur des bâtiments du roi beau père de david,,,E,III,
297,David jacques louis, (1748-1825). ,portrait du mme pécoul femme du précédent,,,E,III,
298,David jacques louis, (1748-1825). ,portrait de monsieur sériziat,,,N,III,
299,David jacques louis, (1748-1825). ,portrait de madame sériziat,96.0,131.0,N,III,data/images_paintings/299.jpg
300,David jacques louis, (1748-1825). ,portrait du pape pie vii,71.5,86.5,O,III,data/images_paintings/300.jpg
301,David jacques louis, (1748-1825). ,portrait de mrae récamier,,,N,III,data/images_paintings/301.jpg
302,David jacques louis, (1748-1825). ,portrait de mme chalgrin,,,E,III,
303,David jacques louis, (1748-1825). ,portrait d'antoine mongez membre de l'institut administrateur des monnaies et de mme mongez angélique levol peintre,,,O,III,
304,David jacques louis, (1748-1825). ,les trois dames de gand portraits de madame morel de tangry née van thiegem et de ses deux filles,,,O,III,
305,David jacques louis, (1748-1825). ,portrait de bailly,33.0,49.5,S,I,data/images_paintings/305.jpg
306,David jacques louis, (1748-1825). ,portrait de david dans sa jeunesse,,,E,III,data/images_paintings/306.jpg
307,David jacques louis, (1748-1825). ,portrait de catherine marie jeanne tallard 1795,,,E,III,
308,David jacques louis, (1748-1825). ,portrait du conventionnel milhaud représentant du peuple,,,O,III,
309,David jacques louis, (1748-1825). ,portrait de l'acteur wolf dit bernard,,,O,III,
310,David jacques louis, (1748-1825). ,portrait d'alexandre lenoir 1817,,,O,I,
311,David jacques louis, (1748-1825). ,vue du jardin du luxembourg en 1794,,,E,III,
312,Debar bonaventure, (1700-1729). ,fête champêtre,,,N,XVI,
313,Decamps alexandre gabriel, (1803-1860). ,les chevaux de halage,,,,E F XIXe S 2e étage I,
314,Decamps alexandre gabriel, (1803-1860). ,la caravane  esquisse,,,,E F XIXe S 2e étage II,
315,Decamps alexandre gabriel, (1803-1860). ,paysage,81.5,45.5,,E F XIXe S 2e étage II,data/images_paintings/315.jpg
316, decamps alexandre gabriel, (1S03-1X60L ,murs d'aigues mortes,,,,E F XIXe S 2e étage I,
317, decamps alexandre gabriel, (1S03-1X60L ,bouledogue et terrier écossais,40.5,32.6,,E F XIXe S 2e étage II,
318, decamps alexandre gabriel, (1S03-1X60L ,le singe pt'intre,,,,T T,
319, decamps alexandre gabriel, (1S03-1X60L ,une rue de smyrne,,,,T T,
320, decamps alexandre gabriel, (1S03-1X60L ,chiens de chasse au repos,37.5,26.0,,T T,data/images_paintings/320.jpg
321, decamps alexandre gabriel, (1S03-1X60L ,chiens bassets,48.0,35.0,,T T,data/images_paintings/321.jpg
322, decamps alexandre gabriel, (1S03-1X60L ,chien basset noir et blanc au chenil,35.0,25.0,,T T,data/images_paintings/322.jpg
323, decamps alexandre gabriel, (1S03-1X60L ,le remouleur,51.0,38.0,,T T,data/images_paintings/323.jpg
324, decamps alexandre gabriel, (1S03-1X60L ,les sonneurs,47.8,58.0,,T T,data/images_paintings/324.jpg
325, decamps alexandre gabriel, (1S03-1X60L ,le campement des bohémiens,,,,T T,
326, decamps alexandre gabriel, (1S03-1X60L ,le rat retiré du monde,,,,T T,
327,Decamps alexandre gabriel, (1803-1860). ,les nlendiants,,,,T T,
328,Decamps alexandre gabriel, (1803-1860). ,bouledogue et terrier écossais,40.5,32.6,,T T,
329,Decamps alexandre gabriel, (1803-1860). ,le valet de chiens,,,,T T,
330,Decamps alexandre gabriel, (1803-1860). ,chiens brifauts,32.0,25.5,,T T,data/images_paintings/330.jpg
331,Decamps alexandre gabriel, (1803-1860). ,eléphant et tigre à la source,38.3,22.2,,T T,data/images_paintings/331.jpg
332,Decamps alexandre gabriel, (1803-1860). ,bertrand et raton,,,,T T,
333,Decamps alexandre gabriel, (1803-1860). ,la cour de ferme,24.5,32.5,,T T,data/images_paintings/333.jpg
334,Decamps alexandre gabriel, (1803-1860). ,le marchand turc fumant dans sa boutique,,,,Coll Chauchard IV,
335,Decamps alexandre gabriel, (1803-1860). ,intérieur de cour rustique — iv 38i — le christ au prétoire — galerie 158 degas edgar 1 1 g 31   1 l l 7 — course de gentlemen   avant le départ,,,,Musée Charles X S III,
336,Decamps alexandre gabriel, (1803-1860). ,le foyer de la danse à l'opéra de la rue le peletier    1i6i — le pédicure,,,,Musée Charles X S III,
337,Decamps alexandre gabriel, (1803-1860). ,répétition d'un ballet sur la scène,,,,Musée Charles X S III,
338,Decamps alexandre gabriel, (1803-1860). ,classe de danse,,,,Musée Charles X S III,
339,Decamps alexandre gabriel, (1803-1860). ,l'absinthe,,,,Musée Charles X S III,
340,Decamps alexandre gabriel, (1803-1860). ,devant les tribunes ,,,,Musée Charles X S III,
341,Degas edgar, (1X3.1-1917). ,au louvre devant le sarcophage étrusque mary cassatt eau forte,,,,Musée Charles X S III,
342,Degas edgar, (1X3.1-1917). ,le lever femme assise mettant ses bas monotype,,,,Musée Charles X S III,
343,Degas edgar, (1X3.1-1917). ,femme debout dans une baignoire monotype,,,,Musée Charles X S III,
344,Degas edgar, (1X3.1-1917). ,femme s'essuyant les pieds près d'une baignoire monotype,,,,Musée Charles X S III,
345,Dehodencq edme alfred alexis, (1822-1882). ,portrait du peintre,,,,E F XIXe S 2e étage I,
346,Dehodencq edme alfred alexis, (1822-1882). ,portrait du peintre j l hamon,,,,Marine,
347,Delacroix ferdinand victor eugène, (1798-1863). ,dante et virgile conduits par phlégias traversent le lac qui entoure la ville infernale de dite,,,N,VIII,data/images_paintings/347.jpg
348,Delacroix ferdinand victor eugène, (1798-1863). ,scènes des massacres de scio,354.0,419.0,O,VIII,data/images_paintings/348.jpg
349,Delacroix ferdinand victor eugène, (1798-1863). ,la liberté guidant le peuple 28 juillet 1830,325.0,260.0,O,VIII,data/images_paintings/349.jpg
350,Delacroix ferdinand victor eugène, (1798-1863). ,femmes d'alger dans leur appartement,229.0,180.0,O,VIII,data/images_paintings/350.jpg
351,Delacroix ferdinand victor eugène, (1798-1863). ,noce juive au maroc,140.5,105.0,N,VIII,data/images_paintings/351.jpg
352,Delacroix ferdinand victor eugène, (1798-1863). ,le naufrage de don juan,196.0,135.0,N,VIII,data/images_paintings/352.jpg
353,Delacroix ferdinand victor eugène, (1798-1863). ,jeune tigre jouant avec sa mère,195.0,130.5,S,VIII,data/images_paintings/353.jpg
354,Delacroix ferdinand victor eugène, (1798-1863). ,prise de constantinople par les croisés,497.0,411.0,E,VIII,data/images_paintings/354.jpg
355,Delacroix ferdinand victor eugène, (1798-1863). ,portrait de chopin,38.0,45.5,,E F XIXe S 2e étage I,data/images_paintings/355.jpg
356,Delacroix ferdinand victor eugène, (1798-1863). ,son portrait par lui même,,,N,VIII,
357,Delacroix ferdinand victor eugène, (1798-1863). ,la fiancée d'abydos,27.5,35.5,,T T,data/images_paintings/357.jpg
358,Delacroix ferdinand victor eugène, (1798-1863). ,la mort d'ophélie,30.5,23.0,,T T,data/images_paintings/358.jpg
359,Delacroix ferdinand victor eugène, (1798-1863). ,le lion au sanglier,,,,T T,
360,Delacroix ferdinand victor eugène, (1798-1863). ,le lion au caïman,,,,T T,
361,Delacroix ferdinand victor eugène, (1798-1863). ,le lion au japin,,,,T T,
362,Delacroix ferdinand victor eugène, (1798-1863). ,le christ en croix,17.0,24.5,,T T,data/images_paintings/362.jpg
363,Delacroix ferdinand victor eugène, (1798-1863). ,l'enlèvement de rébecca,,,,T T,
364,Delacroix ferdinand victor eugène, (1798-1863). ,hamlet et horatio,65.4,81.5,,T T,data/images_paintings/364.jpg
365,Delacroix ferdinand victor eugène, (1798-1863). ,médée,165.0,260.0,,T T,data/images_paintings/365.jpg
366,Delacroix ferdinand victor eugène, (1798-1863). ,lionne prête à s'élancer,39.0,29.5,,T T,data/images_paintings/366.jpg
367,Delacroix ferdinand victor eugène, (1798-1863). ,hamlet et horatio,65.4,81.5,,E F XIXe S 1er étage III,data/images_paintings/367.jpg
368,Delacroix ferdinand victor eugène, (1798-1863). ,le poêle coin d'atelier,44.0,51.0,,E F XIXe S 1er étage I,data/images_paintings/368.jpg
369,Delacroix ferdinand victor eugène, (1798-1863). ,l'appartement du comte de mornay,32.5,41.0,,E F XIXe S 1er étage I,data/images_paintings/369.jpg
370,Delacroix ferdinand victor eugène, (1798-1863). ,portrait de georges sand,38.0,45.5,,E F XIXe S 2e étage I,data/images_paintings/370.jpg
371,Delacroix ferdinand victor eugène, (1798-1863). ,la mort de sardanapale,496.0,392.0,O,VIII,data/images_paintings/371.jpg
372,Delacroix 213 delacroix delacroix ferdinand victor eugène, (1798-1863). ,apollon vainqueur du serpent python plafond,750.0,800.0,,Galerie d'Apollon,data/images_paintings/372.jpg
373,Delacroix 213 delacroix delacroix ferdinand victor eugène, (1798-1863). ,la chasse au tigre,,,,Coll Chauchard galerie,
374,Delacroix 213 delacroix delacroix ferdinand victor eugène, (1798-1863). ,le puma,,,,Coll Chauchard galerie,data/images_paintings/374.jpg
375,Delacroix 213 delacroix delacroix ferdinand victor eugène, (1798-1863). ,passage d'un gué au maroc,74.0,60.5,,Musée Charles X S III,data/images_paintings/375.jpg
376,Delacroix ferdinand victor eugène, (1798-1863). ,tigre attaquant un cheval sauvage aquarelle,,,,Musée Charles X S III,
377,Delacroix ferdinand victor eugène, (1798-1863). ,lion dévorant un cheval aquarelle,,,,Musée Charles X S III,
378,Delaroche paul, (1797-1856). ,mort d'elisabeth reine d'angleterre en 1603,343.0,422.0,N,VIII,data/images_paintings/378.jpg
379,Delaroche paul, (1797-1856). ,les enfants d'edouard iv  edouard v roi mineur d'angleterre et richard duc d'york son frère pumé,,,,E F XIXe S 2e étage I,data/images_paintings/379.jpg
380,De marne jean louis, (1744-1829). ,une route,61.0,50.0,S,XVI,data/images_paintings/380.jpg
381,De marne jean louis, (1744-1829). ,une foire à la porte d'une auberge,60.0,50.0,S,XVI,data/images_paintings/381.jpg
382,Desportes françois, (1661-1743). ,diane et blonde chiennes de la meute de louis xiv,,,N,XVI,data/images_paintings/382.jpg
383,Desportes françois, (1661-1743). ,une chienne et deux perdrix ile,,,,Ire S Meubles XVIIIe,
384,Desportes françois, (1661-1743). ,nature morte volaille gibier et légumes,,,S,XVI,
385,Desportes françois, (1661-1743). ,gibier gardé par un chien,,,N,XVI,
386,Desportes françois, (1661-1743). ,gibier fleurs et fruits ile,,,,Ire S Meubles XVIIIe,
387,Desportes françois, (1661-1743). ,gibier fleurs et fruits,115.0,88.0,,Ire S Meubles XVIIIe,data/images_paintings/387.jpg
388,Desportes françois, (1661-1743). ,fruits et gibier,130.0,97.0,S,XVI,data/images_paintings/388.jpg
389,Desportes françois, (1661-1743). ,deux chiens gardant du gibier,,,,IIe S Meubles XVIIIe,
390,Desportes françois, (1661-1743). ,son portrait par lui même en chasseur,,,N,XVI,
391,Devéria eugène françois marie joseph, (1805-1865). ,la naissance de henri iv,,,N,VIII,
392,Devéria eugène françois marie joseph, (1805-1865). ,puget présentant le milon de crotone à louis xiv esq uisse du plafond de la 3e salle de céramique antique,,,,E F XIXe S 2e étage II,
393,Devéria eugène françois marie joseph, ( 180s-1865). ,plafond puget présentant le milon de crotone à louis xiv — voussures quatre tableaux représentant des épisodes du règne de louis xiv et des médaillons rappelant les principales fondations du règne illme,,,,Céramique antique I,
394,Diaz de la pena narcisse, (1809-1876). ,les pyrénées étude,,,,E F XIXe S 2e étage I,
395,Diaz de la pena narcisse, (1809-1876). ,etude de bouleau,21.5,32.0,,E F XIXe S 2e étage I,data/images_paintings/395.jpg
396,Diaz de la pena narcisse, (1809-1876). ,les bohémiens,37.0,54.0,,E F XIXe S 2e étage I,data/images_paintings/396.jpg
397,Diaz de la pena narcisse, (1809-1876). ,chiens dans la forêt,40.0,49.8,,E F XIXe S 2e étage I,data/images_paintings/397.jpg
398,Diaz de la pena narcisse, (1809-1876). ,nymphes sous bois,,,,T T,data/images_paintings/398.jpg
399,Diaz de la pena narcisse, (1809-1876). ,baigneuses,46.5,32.5,,T T,data/images_paintings/399.jpg
400,Diaz de la pena narcisse, (1809-1876). ,le valet de chiens,42.0,29.5,,T T,data/images_paintings/400.jpg
401,Diaz de la pena narcisse, (1K09-1876). ,vénus et adonis,,,,T T,
402,Doyen gabriel françois, (1726-1806). ,triomphe d'amphitrite  ,,,S,XVI,
403,Drolling martin," 1,1752-18171. ",intérieur d'une cuisine,80.8,65.0,N,XVI,data/images_paintings/403.jpg
404,Drolling martin," 1,1752-18171. ",femme à une fenêtre,,,O,I,
405,Drolling martin," 1,1752-18171. ",joueur de violon à une ienêtre,,,O,I,
406,Drolling michel martin, (1786-1851). ,plafond louis xill proclamé père du peuple aux étatsgénéraux de tours en 1506 — voussures armes de différentes villes vlilllle,,,,Céramique antique I,
407,Drolling michel martin, (1786-1851). ,la loi descend sur la terre — voussures  la sagesse inspirant la loi la justice dirigeant la force iime,,,,Ire S Meubles XVIIIe,
408,Drouais hubert, (16^9-17671. ,portrait de melle pélissier d'après i,,,,Coll Schlichting,
409,Drouais françois hubert, (i727-1775). ,portrait du sculpteur edme bouchardon,,,N,XVI,
410,Drouais françois hubert, (i727-1775). ,portrait de jeune femme,,,,Coll Schlichting,
411,Drouais françois hubert, (i727-1775). ,portrait de mme loys,,,,V,
412,Drouais jean germain, (1763-1788). ,le christ et la chananéenne,,,E,XV,
413,Dubois ambroise, (15/13-1614). ,le baptême de clorinde par tancrède,,,,XI,
